"init_tprime";"init_t";"init_p";"seed";"nm";"nf";"dm";"df";"base_surv";"base_mort";"a";"cp";"cs";"k";"fl";"fh";"control_p";"control_t";"control_tprime";"mu_t";"mu_p";"mu_tprime";"sdmu_t";"sdmu_p";"sdmu_tprime";"generation";"t";"p";"tprime";"var_t";"var_p";"var_tprime";"file"
0.01;0.01;0.2;732959077;2;10;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00126755;0.00198754;0.0168224;0.000696199;0.000573292;0.000770818;"./output_64.csv"
0.01;0.01;0.2;2084152849;3;9;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00098946;0.00632067;0.00208516;0.000579308;0.000883124;0.000515346;"./output_65.csv"
0.01;0.01;0.2;609361882;4;8;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00784208;0.0132978;0.00809551;0.000527342;0.000759922;0.00109465;"./output_66.csv"
0.01;0.01;0.2;3789844182;5;7;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.0027198;0.0493214;0.0214575;0.000703744;-0.00057739;0.000473565;"./output_67.csv"
0.01;0.01;0.2;1223243580;6;6;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00396774;0.0162155;0.0019838;0.000503723;0.000751518;0.000813147;"./output_68.csv"
0.01;0.01;0.2;3559174972;7;5;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00123705;0.0152211;2.47581e-05;0.000461443;0.00108815;0.000906435;"./output_69.csv"
0.01;0.01;0.2;1494264789;8;4;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.000494171;0.00793749;-0.00307607;0.000373294;0.00100624;0.00102768;"./output_7.csv"
0.01;0.01;0.2;2140152455;8;4;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00191064;0.0203472;0.00477354;0.000464108;0.000778772;0.000695921;"./output_70.csv"
0.01;0.01;0.2;2930405232;9;3;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.000847043;0.0211746;0.00545283;0.000440357;0.000655768;0.000760729;"./output_71.csv"
0.01;0.01;0.2;3425718877;10;2;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;2;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00164246;0.0149746;0.00658021;0.000521767;0.000901381;0.000848434;"./output_72.csv"
0.01;0.01;0.2;237027320;2;10;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00389105;0.0167387;0.0132858;0.000483579;0.000926185;0.000985057;"./output_73.csv"
0.01;0.01;0.2;4103447141;3;9;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00326303;0.0248398;0.0239303;0.00048935;0.000322531;0.000369328;"./output_74.csv"
0.01;0.01;0.2;2186645710;4;8;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.0102425;0.0571698;-0.00107608;0.000419519;-0.00103915;0.00104995;"./output_75.csv"
0.01;0.01;0.2;198222355;5;7;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00461816;-0.0028668;0.00832866;0.000535957;0.00068756;0.000734999;"./output_76.csv"
0.01;0.01;0.2;2923771567;6;6;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00356412;-0.000377348;0.00546254;0.000498606;0.000892756;0.000945273;"./output_77.csv"
0.01;0.01;0.2;3507560578;7;5;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00607945;0.0301567;-0.00157038;0.00068131;0.000747216;0.00116051;"./output_78.csv"
0.01;0.01;0.2;953823333;8;4;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00216011;0.0351516;0.00321836;0.000680359;0.000400429;0.000808286;"./output_79.csv"
0.01;0.01;0.2;2835377870;9;3;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00340266;0.0327908;8.28472e-05;0.000299428;0.000139049;0.000928427;"./output_8.csv"
0.01;0.01;0.2;1918944867;9;3;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00790528;0.045793;-0.00880666;0.000600829;-0.00037564;0.0008544;"./output_80.csv"
0.01;0.01;0.2;1289299351;10;2;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;3;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00307372;0.0380293;0.00560727;0.00060222;0.000263339;0.00100633;"./output_81.csv"
0.01;0.01;0.2;3758527104;2;10;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.022642;0.020204;-0.0353574;0.000328864;0.00043116;0.000129185;"./output_82.csv"
0.01;0.01;0.2;4283724643;3;9;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.0198293;0.0222472;-0.017062;0.000549153;0.000477264;0.00125697;"./output_83.csv"
0.01;0.01;0.2;1116293897;4;8;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.0105877;0.0400403;0.00523869;0.000639922;6.87521e-05;0.00069898;"./output_84.csv"
0.01;0.01;0.2;3699389763;5;7;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00523483;0.0225522;-0.00208139;0.000670723;0.00100805;0.000929904;"./output_85.csv"
0.01;0.01;0.2;2481198828;6;6;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.00719232;0.0214954;0.00553882;0.000468874;0.000418069;0.000782773;"./output_86.csv"
0.01;0.01;0.2;2103007977;7;5;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00696583;0.0223518;0.00188134;0.000555181;0.000497579;0.000714889;"./output_87.csv"
0.01;0.01;0.2;3222265655;8;4;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00516174;0.0249784;0.00150032;0.000500748;0.000777019;0.00103236;"./output_88.csv"
0.01;0.01;0.2;1395160032;9;3;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00679088;0.0199936;-0.00397836;0.000549415;0.000714661;0.000950593;"./output_89.csv"
0.01;0.01;0.2;3611276007;10;2;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.000136971;0.0397597;0.00367817;0.000368401;-8.24826e-06;0.000953954;"./output_9.csv"
0.01;0.01;0.2;198315632;10;2;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;4;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00200893;0.0346312;7.7912e-05;0.00048078;0.000254133;0.00108203;"./output_90.csv"
0.01;0.01;0.2;1035154213;2;10;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00231449;0.0320101;0.00698926;0.000261986;6.7624e-05;0.000796327;"./output_91.csv"
0.01;0.01;0.2;1819052661;3;9;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.0051721;0.00513836;0.00843691;0.00036589;0.000781164;0.000732524;"./output_92.csv"
0.01;0.01;0.2;2061572534;4;8;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.000793035;0.0148464;-0.00161659;0.000426949;0.000765404;0.00118945;"./output_93.csv"
0.01;0.01;0.2;3978240119;5;7;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00314213;0.0316322;-0.0115285;0.000562737;0.000911846;0.000770499;"./output_94.csv"
0.01;0.01;0.2;4043407305;6;6;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00282091;0.0105974;0.00671107;0.000427547;0.000814941;0.000909396;"./output_95.csv"
0.01;0.01;0.2;2471053833;7;5;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00025616;0.0177852;0.00335204;0.000360895;0.000644333;0.00112117;"./output_96.csv"
0.01;0.01;0.2;1622316948;8;4;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.000759412;0.0328209;0.00411226;0.000322631;0.000448678;0.0011481;"./output_97.csv"
0.01;0.01;0.2;1110671621;9;3;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;0.00352407;0.0305122;0.00150703;0.000327323;0.000382791;0.000939641;"./output_98.csv"
0.01;0.01;0.2;3672883837;10;2;0.2;0.2;0.02;0.02;1;0.1;0.5;0.5;0.9;1;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;49980;-0.000781936;0.0302367;-0.000166459;0.000391147;0.000499487;0.000990693;"./output_99.csv"
